,author_id,text,created_at,id,retweet_count,reply_count,like_count,quote_count
22,1437833350732034050,No todo va a ser trabajar!! Equipo UCuber #TheBridge @TheBridge_Tech  #FullStack #javascript30 https://t.co/u6K9rWwoqb,2022-06-29T18:09:38.000Z,1542208686881390592,0,0,0,0
23,1255794072280842240,El sentido de la vida ya no es 42 -- Light Mental edición especial @TheBridge_Tech https://t.co/z7hOVln8Bp,2022-06-29T18:00:06.000Z,1542206287915585536,3,2,23,3
24,3319318173,"We had a great time yesterday at #TechTalks, talking to all the motivated and ambitious students from the CEU Cardenal Herrera in #Valencia🙌

Our #IoT #business #vision and our solution/ front-end development were the main topics💪

Thank you @TheBridge_Tech! 
🚀🚀🚀 https://t.co/cqTiiRyEkA",2022-06-29T14:22:55.000Z,1542151630128381953,3,1,9,1
25,3175666499,#Atitlan invierte en una una ronda de financiación de 5 millones de euros en @TheBridge_Tech  https://t.co/7eN3zLMYpg a través de @elEconomistaes,2022-06-29T12:34:08.000Z,1542124257114734595,1,0,3,0
26,1434890317640126469,@fernandojsg @HeavyMental_es @DavidAlayon @Recuenco @_miki @GuillermoDeHaro @TheBridge_Tech Y queremos.,2022-06-28T19:02:45.000Z,1541859665570664448,0,0,3,0
27,144581964,@HeavyMental_es @DavidAlayon @Recuenco @_miki @GuillermoDeHaro @TheBridge_Tech Mens sana in corpore sano https://t.co/PJJ7Eg0KPQ,2022-06-28T18:24:37.000Z,1541850071456792578,0,0,8,1
28,144581964,"@HeavyMental_es @DavidAlayon @Recuenco @_miki @GuillermoDeHaro @TheBridge_Tech Recuenco, el héroe que no merecemos, pero el que necesitamos... https://t.co/ajOJwjO5BD",2022-06-28T18:21:52.000Z,1541849377177747456,0,2,16,1
29,427660452,"@GuillermoDeHaro @Mulder01198676 @HeavyMental_es @DavidAlayon @Recuenco @_miki @TheBridge_Tech Jajajaja lo voy a buscar solo para darle laik, errete y suscribirme. 

Puto genio Mulder",2022-06-28T17:07:39.000Z,1541830701863034880,0,0,3,0
30,317352917,"@HeavyMental_es @DavidAlayon @Recuenco @_miki @GuillermoDeHaro @TheBridge_Tech Yo no pude ir...😭😭😭😭😭 Por tema serio.. Felicidades!!!! Os lo merecéis, locos maravillosos de @HeavyMental_es! @_miki, @davidalayon y @Recuenco 👏🏻👏🏻👏🏻👏🏻 la vida es más vida y salvaje mental  gracias a vosotros. 
Esperando merchandising para verano!! https://t.co/gwG9cndOaA",2022-06-28T16:50:57.000Z,1541826498650406913,0,0,3,0
31,276656109,"@didacjo1 @_miki @samuelgil He de decir que luego pusieron cervezas, pero porque se estiraron los de @TheBridge_Tech... para el próximo evento @HeavyMental_es lo del currasco tiene que estar sí o sí https://t.co/euwFxXpDNs",2022-06-28T16:14:57.000Z,1541817440207884288,0,0,2,0
32,271028835,"La empresa de formación de talento y competencias digitales, @TheBridge_Tech , acaba de anunciar una ronda de financiación por un total de 5 millones de euros liderada por Atitlan https://t.co/AProTjb79k",2022-06-28T14:59:31.000Z,1541798453923221508,3,0,5,0
33,1482505294232043523,@HeavyMental_es @DavidAlayon @Recuenco @_miki @GuillermoDeHaro @TheBridge_Tech No os olvidéis de cargar bien la pala que llega la recesión https://t.co/RGJccI8lSY,2022-06-28T13:37:58.000Z,1541777929968967683,0,0,2,0
34,803255406,@GuillermoDeHaro @Mulder01198676 @HeavyMental_es @DavidAlayon @Recuenco @_miki @TheBridge_Tech Siempre se puede firmar el pollo en lugar de la pata. Ya tú sabeh,2022-06-28T13:09:30.000Z,1541770768123658243,0,0,2,0
35,803255406,"@Mulder01198676 @GuillermoDeHaro @HeavyMental_es @DavidAlayon @Recuenco @_miki @TheBridge_Tech Jajaja, eso espero, sí",2022-06-28T13:08:58.000Z,1541770632991764480,0,0,2,0
36,1493264171705765890,@moquintana @GuillermoDeHaro @HeavyMental_es @DavidAlayon @Recuenco @_miki @TheBridge_Tech Ups!!! Lo siento @moquintana en nada estas haciendo nuevas excursiones por la jungla! 💪🏼😃,2022-06-28T13:08:09.000Z,1541770429097975815,0,1,5,0
37,803255406,@Mulder01198676 @GuillermoDeHaro @HeavyMental_es @DavidAlayon @Recuenco @_miki @TheBridge_Tech Poca broma con lo de romperse las piernas. ¡Ains!,2022-06-28T13:07:02.000Z,1541770149031809024,0,1,4,0
38,1493264171705765890,"@GuillermoDeHaro @moquintana @HeavyMental_es @DavidAlayon @Recuenco @_miki @TheBridge_Tech Fimarme las patas, me suena a romperme las piernas y firmarme la escayoala! en qué estais pensando??? https://t.co/RwITuAdVOU",2022-06-28T12:59:36.000Z,1541768275146719233,0,1,3,0
39,1493264171705765890,@moquintana @GuillermoDeHaro @HeavyMental_es @DavidAlayon @Recuenco @_miki @TheBridge_Tech Por supuesto! 😉,2022-06-28T12:50:15.000Z,1541765922775498756,0,0,4,0
40,803255406,"@Mulder01198676 @GuillermoDeHaro @HeavyMental_es @DavidAlayon @Recuenco @_miki @TheBridge_Tech ¡Ahí, ahí, nuestro libro jugando con la primera liga! 
En cuanto a la firma, por supuesto que sí. Te podemos firmar la mesa, también 🤣",2022-06-28T12:48:40.000Z,1541765527051304960,0,2,6,0
41,779234238977675264,"@Recuenco @PauMugarra @HeavyMental_es @DavidAlayon @_miki @GuillermoDeHaro @TheBridge_Tech La edad no perdona, en cuclillas te caías...y te has tenido que sujetar, con cierto estilo, lo reconozco. Enhorabuena por la jornada",2022-06-28T11:54:26.000Z,1541751877213331459,0,0,2,0
42,1493264171705765890,"@GuillermoDeHaro @HeavyMental_es @DavidAlayon @Recuenco @_miki @TheBridge_Tech Pues ya tengo para las otras 3 patas 🤣
 
@DavidAlayon @moquintana teneis una firma pendiente para uno de estos 😉 https://t.co/sXd1RPXmTi",2022-06-28T11:53:07.000Z,1541751543770357763,1,1,6,0
43,1493264171705765890,"@HeavyMental_es @DavidAlayon @Recuenco @_miki @GuillermoDeHaro @TheBridge_Tech Joder, estoy encantado de haber sido el más tonto de ESA habitación! https://t.co/NDcYvsfaKV",2022-06-28T11:46:04.000Z,1541749770208911360,0,1,3,0
44,147255980,"@HeavyMental_es @DavidAlayon @Recuenco @_miki @GuillermoDeHaro @TheBridge_Tech Recuenco haciendo Break dance, lo próximo beatbox",2022-06-28T11:01:38.000Z,1541738588190216198,0,0,5,0
45,401397656,@PauMugarra @HeavyMental_es @DavidAlayon @Recuenco @_miki @GuillermoDeHaro @TheBridge_Tech Nunca dejará de ser el Enfant terrible,2022-06-28T10:47:39.000Z,1541735069995376640,0,0,2,0
46,276656109,@HeavyMental_es @DavidAlayon @Recuenco @_miki @GuillermoDeHaro @TheBridge_Tech Recuenco pose https://t.co/5likSnfZUI,2022-06-28T08:43:08.000Z,1541703736749424641,0,0,12,0
47,1255794072280842240,@Mulder01198676 @PauMugarra @DavidAlayon @Recuenco @_miki @GuillermoDeHaro @TheBridge_Tech Sí a todo,2022-06-28T07:50:34.000Z,1541690507600056320,0,1,1,0
48,1493264171705765890,@PauMugarra @HeavyMental_es @DavidAlayon @Recuenco @_miki @GuillermoDeHaro @TheBridge_Tech Aterrizaje de superheroe. https://t.co/eogE03ZSwR,2022-06-28T07:19:59.000Z,1541682809370300417,0,1,5,0
49,1043115222,@Recuenco @PauMugarra @HeavyMental_es @DavidAlayon @_miki @GuillermoDeHaro @TheBridge_Tech https://t.co/nvnvqHVF9u,2022-06-28T07:13:03.000Z,1541681065802309632,0,0,4,0
50,7154412,@PauMugarra @HeavyMental_es @DavidAlayon @_miki @GuillermoDeHaro @TheBridge_Tech Que intentaba no tapar a nadie de detrás.,2022-06-28T06:55:17.000Z,1541676593323573249,0,2,1,0
51,15993641,"@Recuenco Que guay, supervisora de lujo y buen sitio. Saludos a los amigos de @TheBridge_Tech @nodosenlared",2022-06-28T06:51:45.000Z,1541675702487072768,1,0,3,0
52,1003872445,@HeavyMental_es @DavidAlayon @Recuenco @_miki @GuillermoDeHaro @TheBridge_Tech Qué le pasa a Javier en la foto? Esa pose no es normal 🙈,2022-06-28T06:48:31.000Z,1541674892390719490,0,3,2,0
53,212364786,"Gracias @HeavyMental_es por la elocuencia de @Recuenco, la disciplina de @DavidAlayon, y la perfecta felicidad de @_miki para crear el ágora en @TheBridge_Tech: @GuillermoDeHaro @jatorrero @PedroAeriaa @mevasjimenez @joobid @marianosarmient @fyustas1 @_sergiosanjuan y otros 42👏 https://t.co/iPKI9axebY",2022-06-27T23:23:58.000Z,1541563017241976835,0,0,10,0
54,1255794072280842240,@Bombabarros @Mulder01198676 @_miki @Recuenco @DavidAlayon @GuillermoDeHaro @moquintana @TheBridge_Tech Gracias por venir y buen viaje de vuelta… eres top!!,2022-06-27T23:05:58.000Z,1541558488001822725,0,0,3,0
55,230190180,"@HeavyMental_es @Mulder01198676 Resultado apabullante de los locales, el público enloqueció con el juego de su equipo y no dejaron de animar hasta que fueron desalojados.
Muchísimas gracias!!!
@HeavyMental_es @_miki
@Recuenco @DavidAlayon @GuillermoDeHaro
@moquintana
@TheBridge_Tech https://t.co/osw6AlqUgq",2022-06-27T23:02:57.000Z,1541557726777692161,1,1,6,0
56,276656109,@designetworking @GuillermoDeHaro @HeavyMental_es @Recuenco @TheBridge_Tech Pero debo reconocer que el premio por preguntar sobre la influencia de El Pollo Pepe en la obra literaria de @Recuenco y @GuillermoDeHaro ha merecido la pena. @HeavyMental_es fidelis 🤘 https://t.co/0bmUpQuoBN,2022-06-27T20:46:24.000Z,1541523364094906370,1,0,8,0
57,212364786,"@joobid @GuillermoDeHaro @HeavyMental_es @Recuenco @TheBridge_Tech Inspiración para innovar. La clave no es quien inventa, si no, quién traduce a la masa citando a quien inventa.",2022-06-27T18:59:33.000Z,1541496472541315073,0,0,1,0
58,276656109,"@designetworking @GuillermoDeHaro @HeavyMental_es @Recuenco @TheBridge_Tech Alguien tenía que preguntarlo. No quiero hablar de plagio, que es palabra gruesa, pero buena parte de los fundamentos del libro de @GuillermoDeHaro y @Recuenco estaba ya en El Pollo Pepe. Y lo saben https://t.co/Jtt4XVIsCT",2022-06-27T18:53:12.000Z,1541494873265676289,2,2,11,0
59,212364786,Primera micro clase de un profe de @TheBridge_Tech a los @HeavyMental_es &amp; @GuillermoDeHaro https://t.co/r9T6R29Sg2,2022-06-27T18:49:06.000Z,1541493843316580354,0,0,3,0
60,212364786,"@joobid lanzando la pregunta del millón de euros a @GuillermoDeHaro sobre ""El Pollo Pepe"", que nos marca la X del mapa de @HeavyMental_es, hacia la esencia del 42 o la transcendencia del sentido de la vida que plantea el estoicismo como nos recuerda @Recuenco  en @TheBridge_Tech https://t.co/8ft1LaMH47",2022-06-27T18:42:12.000Z,1541492108703531008,1,1,6,0
61,212364786,"@RogerDomingo si el libro de @GuillermoDeHaro y @Recuenco llega a 10.001 compras no devueltas. ¿Les publicaras la biblia ""Estoicismo para CEOs""? Y hacéis la presentación en 2023 en @TheBridge_Tech. Con los @HeavyMental_es de teloneros. https://t.co/o7NYDI7RgG",2022-06-27T18:25:27.000Z,1541487893499285509,0,0,0,0
62,212364786,Gracias a @TheBridge_Tech por facilitar la desvirtualización de tuiteros que nos encontramos alrededor de @HeavyMental_es y las turras del @Recuenco https://t.co/wouDCyts7u,2022-06-27T18:11:10.000Z,1541484295465959427,0,0,2,0
63,12085582,"Hoy tenemos invitados en @TheBridge_Tech. Los chicos de @HeavyMental_es y @GuillermoDeHaro  hablando sobre el sentido de la vida, o algo https://t.co/sGeJVf3HFN",2022-06-27T17:45:38.000Z,1541477869620281345,0,0,2,0
64,212364786,"Que nos dice Pedro Sánchez, que si le compramos todos los libros del @Recuenco y @GuillermoDeHaro nos invita a unas cañas en @TheBridge_Tech por el encuentro de @HeavyMental_es https://t.co/hdJRlA1QD8",2022-06-27T17:16:25.000Z,1541470520658493440,0,0,3,0
65,140757340,@TheBridge_Tech @HeavyMental_es @Alienta Casi! Justo estaba rellenando datos 🤣,2022-06-27T15:50:47.000Z,1541448970123223040,0,0,1,0
66,62495833,@TheBridge_Tech @Recuenco @HeavyMental_es @Alienta tendré que colarme? https://t.co/sfp5t11RPi,2022-06-27T15:37:17.000Z,1541445570925133825,0,0,2,0
67,1255794072280842240,@vmcasamayor @TheBridge_Tech @Recuenco @Alienta 🙄 @TheBridge_Tech,2022-06-27T15:35:47.000Z,1541445192925978625,0,0,1,0
68,62495833,@TheBridge_Tech @Recuenco @HeavyMental_es @Alienta pero quedan entradas o no? Cojone!,2022-06-27T15:35:06.000Z,1541445021068627969,0,1,3,0
69,276656109,"@HeavyMental_es @TheBridge_Tech @Recuenco @GuillermoDeHaro Cada vez que pulsas la frase es distinta, no hace falta ni editar luego...",2022-06-27T12:51:58.000Z,1541403967581831169,0,0,1,0
70,1255794072280842240,"@joobid @TheBridge_Tech @Recuenco @GuillermoDeHaro Si claro, Miki no tiene otra cosa que hacer",2022-06-27T12:51:00.000Z,1541403726182858753,0,1,1,0
71,7154412,@joobid @HeavyMental_es @TheBridge_Tech @GuillermoDeHaro Déjalo cortocircuitado en Always on.,2022-06-27T12:50:38.000Z,1541403632104620033,0,0,1,0
72,276656109,@HeavyMental_es @TheBridge_Tech ¿Me llevo el botón para el directo de hoy @Recuenco @GuillermoDeHaro? https://t.co/CSjtCXQ64B,2022-06-27T12:49:13.000Z,1541403277752995841,0,2,2,0
73,779899,"@HeavyMental_es @TheBridge_Tech Si al final el ""de pedir"" funciona https://t.co/1A2PyYMAol",2022-06-27T09:08:21.000Z,1541347694802882567,0,0,1,0
74,1255794072280842240,"@jatorrero @TheBridge_Tech Juan Antonio, te mandamos dm para que te vengas que hay hueco!",2022-06-27T08:17:55.000Z,1541334998892036096,0,1,2,0
75,1454470440513122305,"@HeavyMental_es @TheBridge_Tech Moviendo satélites pero ya!!. Huy, ¿y si piensan que son sat Rusos?. Al riesgo que mola.",2022-06-27T06:13:00.000Z,1541303566597496833,0,0,1,0
76,1255794072280842240,@navarro_batista @TheBridge_Tech En orbyt ya si eso.,2022-06-27T05:47:51.000Z,1541297237485035520,0,1,1,0
77,1454470440513122305,@HeavyMental_es @TheBridge_Tech Que se grabe para el Orbe. Toy en otra plataforma.,2022-06-27T05:37:10.000Z,1541294547489136640,0,1,1,0
78,230190180,"@HeavyMental_es @TheBridge_Tech @GuillermoDeHaro @Recuenco @Alienta Si hay que bajar al barro, se baja.",2022-06-27T03:47:32.000Z,1541266958259306496,0,0,2,0
79,230190180,@HeavyMental_es @TheBridge_Tech @GuillermoDeHaro @Recuenco @Alienta El plan // La ejecución https://t.co/z6upT5d5Zn,2022-06-27T03:46:59.000Z,1541266817624203264,1,1,4,2
80,779899,"@HeavyMental_es @TheBridge_Tech 😞😞😞
Triste es de pedir, pero más triste es de robar. 

Si alguno no va a última hora, mis DMs están abiertos.",2022-06-26T18:18:28.000Z,1541123745078824965,0,1,5,0
81,1255794072280842240,"@CarlosLGonzalez @TheBridge_Tech Yes, seguramente martes a la misma hora en todos lados :)",2022-06-26T14:14:30.000Z,1541062348970115072,0,0,2,0
82,49154622,@HeavyMental_es @TheBridge_Tech Puta vida... Los sudacas nos jodemos... Me quedaré tomando mientras espero que tengan piedad de nosotros y lo publiquen en Youtube... Porque de Twitch no se nada,2022-06-26T14:12:25.000Z,1541061827169230848,0,1,3,0
83,1255794072280842240,"@CarlosLGonzalez @TheBridge_Tech Sí, vida real se llama.",2022-06-26T14:09:04.000Z,1541060983476584448,0,1,1,0
84,49154622,@HeavyMental_es @TheBridge_Tech No va en directo por ninguna plataforma!!???,2022-06-26T13:53:42.000Z,1541057117045530626,0,1,1,0
85,1493264171705765890,@HeavyMental_es @TheBridge_Tech https://t.co/TFD31c8i61,2022-06-26T13:19:57.000Z,1541048623261171718,0,0,1,0
86,1255794072280842240,"🕣 TIC, TAC: MAÑANA os vemos a todos a las 7.30pm en nuestro evento en directo en MADRID en @TheBridge_Tech 

🚨Para los que no vayáis, TRANQUILOS, seguramente el martes lo emitamos para todos vosotros :D https://t.co/fqaYsbyxl7",2022-06-26T13:10:35.000Z,1541046264539893760,7,6,17,1
87,1493264171705765890,"@HeavyMental_es @TheBridge_Tech @GuillermoDeHaro @Recuenco @Alienta ¡¡¡Que poco queda ya para el evento!!! 
@_miki te pillo en ""La Coru"" y nos hacemos un blablacar? podría salir un podcast dpm de ahí 😂. https://t.co/cptLyWZ7Ip",2022-06-22T11:07:02.000Z,1539565619728814082,0,0,3,0
88,1474204478983348227,"@TheBridge_Tech @LORIOTio @sesamehr_ @feending @uchceu Buenas, disculpad, se está emitiendo ya la charla sobre GOOGLE ADS desde cero??

No puedo acceder desde ZOOM",2022-06-21T16:14:58.000Z,1539280728978071553,0,0,0,0
89,874916978665938945,"¿Quieres aprender sobre #ciberseguridad? 👩‍💻

La aceleradora de #talento digital @TheBridge_Tech organiza esta tarde un taller en #Valencia en el que aprenderás a utilizar algunas herramientas básicas de la mano de los mejores profesores 👥

¡Regístrate! ✍ https://t.co/IhiitXLjHT https://t.co/SfcT0HbRow",2022-06-21T08:35:00.000Z,1539164971765989378,0,0,4,0
90,421798449,Hoy @TheBridge_Tech a las 18:00: Taller Data Science Valencia: Mi primera aplicación de web de IA https://t.co/DbwCfYaaX3,2022-06-15T07:00:34.000Z,1536966880866586626,1,0,1,0
91,1088043591681871872,"Aquí estamos 😊 a punto de comenzar #LPCxMAD con @MercadonaTech en @TheBridge_Tech

Ga-na-zas!! 🙌 https://t.co/Z35gVk2i1x",2022-06-14T16:18:58.000Z,1536745017036918793,1,1,4,0
92,1162694149956603904,"¡Lanzamos las becas @viewnext para estudiar #Cloud &amp; #DevOps ☁️! Si quieres formarte en una profesión con futuro y alta demanda, infórmate sobre las becas para estudiar un #bootcamp en @TheBridge_Tech 🙌 Solicita la tuya ➡ https://t.co/pvfZneLd1d https://t.co/li3VtNpZDo",2022-06-14T14:01:48.000Z,1536710498712006660,0,0,1,0
93,56674550,"@HeavyMental_es @TheBridge_Tech @Atorrerus @Mulder01198676 @joansabater @PesetJairo @pelayoarbues @adriskou @estodopornada No ha podido ser, otra vez será.  Gracias en cualquier caso por la iniciativa 😉",2022-06-13T19:16:51.000Z,1536427396437577728,0,0,2,0
94,1493264171705765890,@HeavyMental_es @TheBridge_Tech @Atorrerus @joansabater @PesetJairo @pelayoarbues @adriskou @estodopornada Están cotizadísimas!... las entradas  @HeavyMental_es son el Dogecoin del universo podcasting. #Tothemoooooon https://t.co/Ddn73iUJ0y,2022-06-13T15:10:50.000Z,1536365482680401921,0,0,2,0
95,55193695,@HeavyMental_es @TheBridge_Tech @Atorrerus @Mulder01198676 @joansabater @PesetJairo @adriskou @estodopornada yo que iba a hacer reventa...,2022-06-13T14:56:32.000Z,1536361884009615361,0,0,2,0
96,962578275162869760,@HeavyMental_es @TheBridge_Tech @Atorrerus @Mulder01198676 @joansabater @pelayoarbues @adriskou @estodopornada Gracias por intentarlo pero las señales me dicen que no debía estar (mala suerte que trabajando 3h sueltas los lunes me haya pillado trabajando xdd). Me tocará esperarme a la edición de Valencia 🔥🤘😉,2022-06-13T12:18:02.000Z,1536321996367224838,0,0,0,0
97,18955785,Lo conseguí!!! Gracias @TheBridge_Tech  @HeavyMental_es https://t.co/SOccLkT3dG,2022-06-13T11:42:21.000Z,1536313018321190912,0,0,1,0
98,15521945,@TheBridge_Tech @HeavyMental_es @Alienta ¡Y yo! Que buena forma de empezar la semana.,2022-06-13T11:38:00.000Z,1536311923423203331,0,0,1,0
99,10614452,@TheBridge_Tech @HeavyMental_es @Alienta ¡La tengo!,2022-06-13T11:34:19.000Z,1536310998319210496,0,0,2,0
100,1255794072280842240,"Lo prometimos y han llegado gracias a @TheBridge_Tech ... últimas entradas para el podcast 27 en directo :D

cc @Atorrerus @Mulder01198676 @joansabater @PesetJairo @pelayoarbues @adriskou @estodopornada https://t.co/Aygpl489sQ",2022-06-13T11:33:09.000Z,1536310702876549123,2,4,6,0
101,1434890317640126469,"@HeavyMental_es @PesetJairo @TheBridge_Tech @GuillermoDeHaro @Recuenco @Alienta Inocente de mi, que lo daba por hecho...",2022-06-13T08:42:06.000Z,1536267654717132801,0,0,2,0
102,175063066,@HeavyMental_es @TheBridge_Tech @GuillermoDeHaro @Recuenco @Alienta ¡Gracias por contar con la comunidad! De aquí a llenar el wizink center hay un escaloncito...,2022-06-12T17:58:52.000Z,1536045384275050496,0,0,3,0
103,1255794072280842240,"@lahabitacioncr1 @Sergio_Berbis @kawenzotz @Nique_Brique @_miki @Recuenco @DavidAlayon Si @TheBridge_Tech tiene en Sevilla sede ahí que iremos seguro, ya somos amiguis :)",2022-06-12T10:19:09.000Z,1535929691051368448,0,0,2,0
104,7154412,@PedroAeriaa @HeavyMental_es @TheBridge_Tech @GuillermoDeHaro @Alienta Guillermo en concreto.,2022-06-12T07:23:15.000Z,1535885427307069440,0,1,2,0
105,944737177,@HeavyMental_es @TheBridge_Tech @GuillermoDeHaro @Recuenco @Alienta Me comentan por línea interna que habrá demostración estoica en vivo. https://t.co/GjdSjufM5M,2022-06-12T07:21:08.000Z,1535884891870863360,0,1,4,0
106,1255794072280842240,@adriskou @TheBridge_Tech @GuillermoDeHaro @Recuenco @Alienta Trabajando en tenerlo grabado para todos vosotros... informaremos!,2022-06-11T18:42:40.000Z,1535694017714847745,0,0,1,0
107,1255794072280842240,"@PesetJairo @TheBridge_Tech @GuillermoDeHaro @Recuenco @Alienta Jairo, a lo mejor damos sorpresa y lo emitimos.. no será igual pero estamos trabajando en ello para todos los que os habéis quedado fuera!!",2022-06-11T18:42:21.000Z,1535693940132806658,0,1,4,0
